frames_dir,transcript
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\pain\train\IMG_9867_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\pain\train\IMG_9868_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\pain\train\IMG_9869_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\pain\train\IMG_9870_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\pain\train\IMG_9873_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\pain\train\IMG_9877_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9881_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9882_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9883_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9887_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9890_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9891_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9892_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\water\train\IMG_9894_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9839_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9840_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9841_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9842_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9844_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9845_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9846_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 4\yes\train\IMG_9847_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2241_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2242_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2243_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2244_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2245_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2246_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2247_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\help\train\IMG_2251_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2225_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2226_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2228_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2229_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2231_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2232_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2233_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\no\train\IMG_2234_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2186_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2188_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2189_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2190_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2191_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2192_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2193_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\pain\train\IMG_2195_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2262_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2263_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2264_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2265_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2266_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2269_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2270_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\water\train\IMG_2272_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2213_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2214_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2215_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2218_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2219_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2220_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2221_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 5\yes\train\IMG_2222_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7330_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7331_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7332_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7333_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7334_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7335_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7336_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\help\train\IMG_7337_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7361_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7362_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7363_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7364_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7365_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7366_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7367_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\no\train\IMG_7368_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7340_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7341_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7342_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7343_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7344_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7345_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7346_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\pain\train\IMG_7347_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7311_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7313_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7315_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7316_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7317_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7318_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7319_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\water\train\IMG_7320_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7350_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7351_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7352_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7353_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7354_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7355_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7356_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 6\yes\train\IMG_7357_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7396_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7397_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7398_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7399_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7400_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7401_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7403_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\help\train\IMG_7404_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7421_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7422_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7424_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7425_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7426_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7427_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7428_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\no\train\IMG_7429_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7384_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7385_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7386_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7387_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7388_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7389_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7391_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\pain\train\IMG_7392_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7373_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7374_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7376_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7377_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7378_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7379_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7380_MOV_mp4,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\water\train\IMG_7381_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7410_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7411_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7412_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7413_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7414_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7415_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7416_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 7\yes\train\IMG_7417_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7456_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7457_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7458_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7459_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7460_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7461_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7462_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\help\train\IMG_7463_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7481_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7482_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7483_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7484_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7485_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7486_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7487_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\no\train\IMG_7488_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7468_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7470_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7471_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7472_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7473_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7474_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7475_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\pain\train\IMG_7476_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7446_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7447_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7448_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7449_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7450_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7451_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7452_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\water\train\IMG_7453_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7491_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7492_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7493_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7494_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7495_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7496_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7497_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 8\yes\train\IMG_7498_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7520_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7521_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7522_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7523_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7524_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7525_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7526_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\help\train\IMG_7527_MOV,help
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7557_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7558_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7559_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7560_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7561_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7562_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7563_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\no\train\IMG_7564_MOV,no
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7531_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7532_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7533_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7534_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7536_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7538_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7539_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\pain\train\IMG_7540_MOV,pain
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7510_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7511_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7512_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7513_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7514_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7515_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7516_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\water\train\IMG_7517_MOV,water
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7544_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7545_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7546_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7547_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7548_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7549_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7550_MOV,yes
C:\Silent Speech Recognition Project\Dataset\custom_processed1\speaker 9\yes\train\IMG_7551_MOV,yes
